@RELATION test
@ATTRIBUTE rowc NUMERIC 
@ATTRIBUTE colc NUMERIC 
@ATTRIBUTE class {-1,1}

@DATA 
221.251495 , 1436.28296 ,  -1 
211.347198 , 1476.91504 ,  -1 
215.482193 , 1534.75195 ,  -1 
212.153503 , 1583.32898 ,  -1 
215.898499 , 1630.75598 ,  -1 
218.172806 , 1668.41895 ,  -1 
219.375595 , 1730.35901 ,  -1 
211.910202 , 1761.41003 ,  -1 
216.017502 , 1812.56006 ,  -1 
212.933899 , 1857.62097 ,  -1 
213.503693 , 1924.14001 ,  -1 
208.309097 , 1962.28796 ,  -1 
246.642502 , 88.2355194 ,  -1 
244.062195 , 136.2966 ,  -1 
249.620804 , 188.771896 ,  -1 
250.639801 , 234.157593 ,  -1 
251.943497 , 290.359497 ,  -1 
248.650696 , 326.877808 ,  -1 
244.419006 , 380.821106 ,  -1 
247.838104 , 432.859589 ,  -1 
246.183502 , 462.89389 ,  -1 
250.798294 , 509.121613 ,  -1 
251.662598 , 571.684875 ,  -1 
248.415497 , 612.973083 ,  -1 
255.441299 , 654.166626 ,  -1 
252.912994 , 717.834412 ,  -1 
243.008804 , 764.197205 ,  -1 
253.240707 , 792.65863 ,  -1 
242.875107 , 848.574097 ,  -1 
244.255295 , 902.083618 ,  -1 
256.379913 , 955.558289 ,  -1 
246.848694 , 998.268616 ,  -1 
249.596405 , 1033.25098 ,  -1 
254.250305 , 1086.62805 ,  -1 
254.885193 , 1128.40698 ,  -1 
248.189804 , 1186.11304 ,  -1 
253.909302 , 1226.979 ,  -1 
254.013901 , 1287.44897 ,  -1 
252.968002 , 1320.70898 ,  -1 
249.662796 , 1382.22095 ,  -1 
250.6772 , 1430.15198 ,  -1 
250.633804 , 1485.06702 ,  -1 
250.433807 , 1523.77295 ,  -1 
242.604706 , 1575.03503 ,  -1 
244.9646 , 1631.70996 ,  -1 
247.232895 , 1676.95105 ,  -1 
249.408798 , 1717.56299 ,  -1 
245.880005 , 1779.18701 ,  -1 
247.979401 , 1823.14001 ,  -1 
246.975601 , 1862.776 ,  -1 
256.059204 , 1915.37903 ,  -1 
253.750504 , 1972.57605 ,  -1 
282.3992 , 94.0345993 ,  -1 
281.960785 , 134.033905 ,  -1 
280.706696 , 195.016907 ,  -1 
276.284393 , 231.188995 ,  -1 
284.590912 , 281.742798 ,  -1 
288.931793 , 326.530914 ,  -1 
278.281799 , 371.139099 ,  -1 
286.254211 , 419.221405 ,  -1 
277.139191 , 467.428406 ,  -1 
284.380493 , 520.756592 ,  -1 
283.700806 , 564.10907 ,  -1 
280.3638 , 619.491516 ,  -1 
280.403412 , 668.290283 ,  -1 
277.605103 , 708.596985 ,  -1 
290.278503 , 752.228516 ,  -1 
279.488586 , 792.682312 ,  -1 
281.350494 , 849.28717 ,  -1 
279.442413 , 905.791687 ,  -1 
283.806702 , 952.854919 ,  -1 
287.565186 , 997.73822 ,  -1 
277.351288 , 1036.81396 ,  -1 
283.157288 , 1079.82605 ,  -1 
283.718903 , 1134.87598 ,  -1 
277.952393 , 1188.599 ,  -1 
289.571899 , 1227.64905 ,  -1 
282.4664 , 1275.21204 ,  -1 
285.391998 , 1326.61206 ,  -1 
281.562714 , 1377.07397 ,  -1 
284.117004 , 1425.78894 ,  -1 
278.052094 , 1470.604 ,  -1 
286.193787 , 1529.40698 ,  -1 
284.231689 , 1581.92798 ,  -1 
289.271515 , 1621.83105 ,  -1 
279.393799 , 1680.80005 ,  -1 
283.18219 , 1724.38794 ,  -1 
287.538788 , 1763.55005 ,  -1 
277.32959 , 1821.43604 ,  -1 
284.435913 , 1869.94397 ,  -1 
282.73941 , 1924.23401 ,  -1 
287.949493 , 1960.23706 ,  -1 
318.5065 , 81.1807098 ,  -1 
319.74881 , 148.649307 ,  -1 
316.019592 , 191.253403 ,  -1 
321.922485 , 242.429794 ,  -1 
321.711914 , 291.183411 ,  -1 
323.4729 , 333.377289 ,  -1 
319.803986 , 380.133392 ,  -1 
311.18161 , 421.495697 ,  -1 
318.086792 , 472.687592 ,  -1 
318.14151 , 519.060486 ,  -1 
319.15451 , 570.554382 ,  -1 
323.034912 , 602.328186 ,  -1 
314.828003 , 664.276611 ,  -1 
317.951294 , 697.980591 ,  -1 
317.053802 , 759.844421 ,  -1 
322.264313 , 805.320679 ,  -1 
323.055389 , 839.145325 ,  -1 
322.01181 , 890.490784 ,  -1 
318.263306 , 941.361877 ,  -1 
313.983612 , 996.671875 ,  -1 
322.858704 , 1031.75098 ,  -1 
322.467804 , 1078.38794 ,  -1 
312.700195 , 1145.86096 ,  -1 
319.050415 , 1189.06104 ,  -1 
324.175812 , 1223.83398 ,  -1 
315.379791 , 1280.90698 ,  -1 
314.722992 , 1337.87402 ,  -1 
320.262299 , 1374.94202 ,  -1 
322.746613 , 1431.77197 ,  -1 
320.378906 , 1484.40405 ,  -1 
313.580688 , 1532.96997 ,  -1 
320.692688 , 1584.52795 ,  -1 
323.65921 , 1619.44299 ,  -1 
310.398285 , 1672.24194 ,  -1 
319.456512 , 1719.95703 ,  -1 
316.319214 , 1766.09595 ,  -1 
323.599487 , 1826.49902 ,  -1 
312.918488 , 1859.203 ,  -1 
311.80191 , 1915.27795 ,  -1 
315.322113 , 1964.75806 ,  -1 
346.102692 , 89.4311829 ,  -1 
354.418488 , 139.785202 ,  -1 
343.848511 , 185.189697 ,  -1 
344.936188 , 228.565399 ,  -1 
349.043793 , 276.087799 ,  -1 
356.954407 , 329.154297 ,  -1 
356.380188 , 375.668213 ,  -1 
356.323486 , 430.05661 ,  -1 
345.524689 , 463.213715 ,  -1 
344.782288 , 524.406494 ,  -1 
349.944214 , 557.912415 ,  -1 
348.677399 , 609.354919 ,  -1 
345.781586 , 655.128113 ,  -1 
349.582092 , 710.750916 ,  -1 
348.209198 , 760.55481 ,  -1 
345.586609 , 812.427795 ,  -1 
353.761292 , 844.851685 ,  -1 
346.778687 , 902.894226 ,  -1 
355.687805 , 941.876587 ,  -1 
355.5495 , 999.048218 ,  -1 
349.877106 , 1047.19299 ,  -1 
355.490997 , 1080.18994 ,  -1 
351.631805 , 1139.20703 ,  -1 
346.947693 , 1181.552 ,  -1 
346.306213 , 1229.81494 ,  -1 
343.882202 , 1275.13 ,  -1 
346.808685 , 1333.01794 ,  -1 
351.111511 , 1385.08899 ,  -1 
356.684601 , 1435.58899 ,  -1 
347.821411 , 1484.04102 ,  -1 
351.359802 , 1528.61597 ,  -1 
348.321899 , 1574.19604 ,  -1 
345.405304 , 1626.724 ,  -1 
347.605896 , 1667.77197 ,  -1 
352.148499 , 1719.55701 ,  -1 
354.431091 , 1762.90906 ,  -1 
357.493805 , 1816.61804 ,  -1 
356.009796 , 1869.63904 ,  -1 
351.017487 , 1914.66296 ,  -1 
354.127686 , 1973.271 ,  -1 
383.439789 , 88.9611969 ,  -1 
384.794403 , 139.912003 ,  -1 
381.549896 , 181.567307 ,  -1 
388.299988 , 230.655197 ,  -1 
389.936615 , 286.7547 ,  -1 
388.205688 , 327.420593 ,  -1 
384.61441 , 369.256714 ,  -1 
379.480988 , 425.502197 ,  -1 
388.404785 , 468.974487 ,  -1 
381.161102 , 513.267578 ,  -1 
378.591797 , 573.2948 ,  -1 
383.015198 , 615.370789 ,  -1 
384.377197 , 664.677673 ,  -1 
385.384491 , 709.723694 ,  -1 
379.388702 , 752.932983 ,  -1 
391.524994 , 804.966919 ,  -1 
377.881714 , 848.358276 ,  -1 
385.567993 , 906.473816 ,  -1 
377.569305 , 938.717529 ,  -1 
388.819305 , 987.689514 ,  -1 
387.63501 , 1047.11304 ,  -1 
388.8172 , 1081.01599 ,  -1 
379.408295 , 1134.15796 ,  -1 
380.599487 , 1194.12 ,  -1 
384.438599 , 1233.177 ,  -1 
378.807007 , 1289.60999 ,  -1 
387.437988 , 1332.06104 ,  -1 
384.056793 , 1382.38 ,  -1 
387.592712 , 1423.94604 ,  -1 
387.893585 , 1475.40601 ,  -1 
388.037903 , 1526.20898 ,  -1 
387.935913 , 1568.07703 ,  -1 
391.376312 , 1628.33301 ,  -1 
388.376312 , 1664.06995 ,  -1 
380.127594 , 1724.38306 ,  -1 
387.344391 , 1762.54504 ,  -1 
382.608398 , 1818.396 ,  -1 
385.495911 , 1857.72498 ,  -1 
391.085785 , 1908.48596 ,  -1 
381.1008 , 1957.43396 ,  -1 
415.460205 , 81.1917191 ,  -1 
422.644012 , 132.229599 ,  -1 
419.287292 , 189.155594 ,  -1 
421.178314 , 226.184402 ,  -1 
419.758911 , 275.268188 ,  -1 
423.672485 , 331.312103 ,  -1 
418.734589 , 383.657715 ,  -1 
421.961914 , 429.845215 ,  -1 
420.541992 , 470.598389 ,  -1 
414.640106 , 511.888214 ,  -1 
413.7099 , 555.840393 ,  -1 
420.250793 , 602.980408 ,  -1 
421.785797 , 655.737793 ,  -1 
422.367798 , 697.600098 ,  -1 
421.677094 , 764.686523 ,  -1 
423.065796 , 794.06488 ,  -1 
424.514404 , 850.621582 ,  -1 
419.466187 , 897.556213 ,  -1 
414.937714 , 936.258911 ,  -1 
422.589691 , 997.73761 ,  -1 
418.390503 , 1040.57996 ,  -1 
420.772888 , 1085.03198 ,  -1 
416.279297 , 1146.37903 ,  -1 
417.936005 , 1187.95398 ,  -1 
414.409912 , 1223.29797 ,  -1 
412.884186 , 1275.573 ,  -1 
411.627197 , 1322.46594 ,  -1 
417.376404 , 1387.21399 ,  -1 
421.515503 , 1423.28699 ,  -1 
411.490814 , 1472.63599 ,  -1 
411.633911 , 1527.13098 ,  -1 
414.822998 , 1576.19604 ,  -1 
418.7836 , 1628.46704 ,  -1 
413.38501 , 1678.93396 ,  -1 
416.802887 , 1724.49695 ,  -1 
412.064789 , 1779.75903 ,  -1 
415.701904 , 1820.06396 ,  -1 
424.199799 , 1858.78601 ,  -1 
425.133392 , 1914.11401 ,  -1 
415.315308 , 1959.99194 ,  -1 
457.815308 , 95.1607895 ,  -1 
459.032013 , 129.437393 ,  -1 
458.386414 , 188.974594 ,  -1 
457.016907 , 237.559799 ,  -1 
458.467194 , 272.493103 ,  -1 
455.509613 , 330.447113 ,  -1 
459.384186 , 380.449493 ,  -1 
456.629791 , 430.015289 ,  -1 
458.398987 , 480.458801 ,  -1 
454.365295 , 510.007599 ,  -1 
453.199097 , 560.741516 ,  -1 
446.673309 , 604.745605 ,  -1 
452.685608 , 655.956116 ,  -1 
449.511597 , 711.001282 ,  -1 
454.225494 , 756.433777 ,  -1 
454.675507 , 793.572205 ,  -1 
454.069214 , 856.883179 ,  -1 
451.971405 , 887.122498 ,  -1 
456.639404 , 937.304871 ,  -1 
449.195312 , 982.738525 ,  -1 
456.847504 , 1044.16602 ,  -1 
454.940399 , 1079.33203 ,  -1 
453.32431 , 1126.34204 ,  -1 
455.463196 , 1181.89697 ,  -1 
451.341492 , 1235.922 ,  -1 
451.443207 , 1281.47498 ,  -1 
448.745087 , 1329.29395 ,  -1 
447.731812 , 1382.83398 ,  -1 
445.32959 , 1435.89502 ,  -1 
447.790314 , 1479.75696 ,  -1 
454.015198 , 1518.53894 ,  -1 
456.19751 , 1581.07703 ,  -1 
458.882812 , 1614.14502 ,  -1 
456.299591 , 1664.00696 ,  -1 
449.997101 , 1732.427 ,  -1 
454.410492 , 1776.18396 ,  -1 
456.819611 , 1826.271 ,  -1 
451.852112 , 1874.297 ,  -1 
447.141113 , 1920.23303 ,  -1 
452.109009 , 1967.401 ,  -1 
479.240509 , 87.8259277 ,  -1 
487.158905 , 141.3452 ,  -1 
479.022614 , 184.157806 ,  -1 
479.220612 , 223.930298 ,  -1 
486.286499 , 280.974701 ,  -1 
482.12149 , 333.490387 ,  -1 
484.45929 , 366.923096 ,  -1 
485.458191 , 427.151794 ,  -1 
490.143188 , 475.925903 ,  -1 
481.486694 , 512.909729 ,  -1 
490.620209 , 565.678528 ,  -1 
484.711395 , 602.966675 ,  -1 
488.016815 , 667.43512 ,  -1 
481.012604 , 708.31073 ,  -1 
490.23111 , 752.388 ,  -1 
491.376495 , 800.63208 ,  -1 
486.079498 , 850.631592 ,  -1 
482.631714 , 894.85968 ,  -1 
488.819489 , 935.8172 ,  -1 
481.048615 , 1001.21997 ,  -1 
481.279602 , 1037.28601 ,  -1 
485.417786 , 1095.23901 ,  -1 
484.851593 , 1146.20105 ,  -1 
480.402191 , 1187.79004 ,  -1 
491.089508 , 1228.35498 ,  -1 
487.621613 , 1289.11304 ,  -1 
489.691986 , 1325.45605 ,  -1 
489.537903 , 1381.172 ,  -1 
487.089691 , 1427.68799 ,  -1 
481.182587 , 1484.48303 ,  -1 
482.611206 , 1534.62805 ,  -1 
491.623505 , 1568.53296 ,  -1 
489.017395 , 1614.974 ,  -1 
491.108307 , 1679.396 ,  -1 
487.685791 , 1718.91699 ,  -1 
483.869385 , 1770.32605 ,  -1 
479.756104 , 1822.49695 ,  -1 
479.204315 , 1869.51697 ,  -1 
489.580414 , 1915.84399 ,  -1 
484.275513 , 1971.27502 ,  -1 
521.248718 , 92.2858124 ,  -1 
520.175598 , 143.224792 ,  -1 
516.782898 , 183.856293 ,  -1 
522.865723 , 233.103699 ,  -1 
520.26532 , 277.440186 ,  -1 
519.288513 , 334.066193 ,  -1 
513.086487 , 376.71521 ,  -1 
516.110901 , 415.301788 ,  -1 
518.207581 , 477.813812 ,  -1 
515.841614 , 512.627014 ,  -1 
514.788086 , 571.37561 ,  -1 
522.573181 , 611.961914 ,  -1 
515.852417 , 649.534729 ,  -1 
515.272217 , 702.623718 ,  -1 
522.689697 , 745.93219 ,  -1 
518.0578 , 805.09668 ,  -1 
520.06958 , 853.636902 ,  -1 
514.457581 , 902.062622 ,  -1 
520.962219 , 942.831177 ,  -1 
522.987671 , 985.309509 ,  -1 
515.678589 , 1039.60498 ,  -1 
519.008179 , 1093.53101 ,  -1 
512.072998 , 1129.44202 ,  -1 
523.115784 , 1178.99194 ,  -1 
514.240784 , 1238.44104 ,  -1 
523.153687 , 1274.89795 ,  -1 
524.2229 , 1334.93201 ,  -1 
521.346313 , 1385.33398 ,  -1 
514.245178 , 1430.36804 ,  -1 
513.862671 , 1485.29797 ,  -1 
519.229919 , 1517.62 ,  -1 
521.605774 , 1573.44995 ,  -1 
516.049377 , 1629.44104 ,  -1 
522.33783 , 1665.401 ,  -1 
513.295227 , 1718.90295 ,  -1 
520.406677 , 1777.19702 ,  -1 
512.461975 , 1821.44995 ,  -1 
523.800781 , 1864.66296 ,  -1 
523.71167 , 1905.84399 ,  -1 
515.945923 , 1959.77698 ,  -1 
557.489624 , 86.6089783 ,  -1 
549.115479 , 139.627899 ,  -1 
556.616272 , 179.2892 ,  -1 
555.500488 , 237.7621 ,  -1 
554.248779 , 277.515594 ,  -1 
544.182678 , 320.457703 ,  -1 
550.333313 , 373.002289 ,  -1 
555.732117 , 433.631592 ,  -1 
555.587219 , 463.952515 ,  -1 
552.503113 , 507.917999 ,  -1 
552.279419 , 572.276611 ,  -1 
547.877014 , 614.015076 ,  -1 
549.543579 , 666.690918 ,  -1 
556.682617 , 716.46991 ,  -1 
544.370789 , 758.502014 ,  -1 
556.243774 , 798.509705 ,  -1 
547.304199 , 857.95459 ,  -1 
553.722412 , 905.167725 ,  -1 
551.179016 , 952.719177 ,  -1 
544.714417 , 1001.77002 ,  -1 
551.752625 , 1034.55701 ,  -1 
544.853516 , 1080.177 ,  -1 
553.771912 , 1127.21399 ,  -1 
548.490112 , 1183.26599 ,  -1 
553.237671 , 1227.33997 ,  -1 
551.228394 , 1283.71399 ,  -1 
547.15332 , 1329.66602 ,  -1 
553.896729 , 1379.80005 ,  -1 
552.061584 , 1421.76794 ,  -1 
557.147522 , 1469.55896 ,  -1 
545.451172 , 1529.17395 ,  -1 
555.337585 , 1577.39294 ,  -1 
553.284912 , 1629.39099 ,  -1 
550.224426 , 1675.72205 ,  -1 
550.563171 , 1721.58899 ,  -1 
554.62323 , 1763.12 ,  -1 
546.031311 , 1819.91699 ,  -1 
545.350281 , 1864.83704 ,  -1 
545.929993 , 1916.34302 ,  -1 
556.00592 , 1975.18506 ,  -1 
586.659729 , 80.0845184 ,  -1 
584.440674 , 131.098999 ,  -1 
590.352722 , 180.719406 ,  -1 
579.867371 , 225.860596 ,  -1 
578.160583 , 277.907013 ,  -1 
589.482178 , 335.115997 ,  -1 
583.684814 , 371.31781 ,  -1 
589.752808 , 427.906403 ,  -1 
584.734314 , 480.503296 ,  -1 
578.025085 , 508.862396 ,  -1 
587.197876 , 572.638489 ,  -1 
589.40509 , 618.763123 ,  -1 
581.259399 , 668.592529 ,  -1 
577.285706 , 709.990479 ,  -1 
586.768921 , 754.308472 ,  -1 
587.235229 , 801.696777 ,  -1 
588.603088 , 855.508179 ,  -1 
589.152405 , 904.309875 ,  -1 
580.494873 , 950.512817 ,  -1 
577.276917 , 987.896179 ,  -1 
587.920593 , 1044.98096 ,  -1 
582.021729 , 1086.41296 ,  -1 
584.220215 , 1127.052 ,  -1 
583.180725 , 1185.53699 ,  -1 
591.17688 , 1223.66296 ,  -1 
577.541626 , 1279.76404 ,  -1 
584.887207 , 1328.45398 ,  -1 
583.290894 , 1381.77502 ,  -1 
583.912415 , 1433.57898 ,  -1 
582.826172 , 1469.14099 ,  -1 
584.921082 , 1519.33606 ,  -1 
586.76532 , 1579.18506 ,  -1 
584.911316 , 1616.55701 ,  -1 
585.750183 , 1682.00903 ,  -1 
587.357971 , 1715.22498 ,  -1 
583.414185 , 1774.44995 ,  -1 
586.986511 , 1811.06995 ,  -1 
588.613525 , 1859.68896 ,  -1 
584.196777 , 1919.04004 ,  -1 
577.299377 , 1971.052 ,  -1 
614.949219 , 83.0029678 ,  -1 
621.503296 , 135.071594 ,  -1 
620.899109 , 180.551697 ,  -1 
624.707214 , 240.339294 ,  -1 
616.603699 , 282.422485 ,  -1 
623.441711 , 334.346588 ,  -1 
616.936523 , 384.760101 ,  -1 
618.628723 , 420.011414 ,  -1 
618.121521 , 479.898193 ,  -1 
620.567993 , 516.421021 ,  -1 
613.713013 , 571.759705 ,  -1 
624.203125 , 601.959412 ,  -1 
620.978577 , 662.578613 ,  -1 
622.51123 , 700.371521 ,  -1 
615.470886 , 750.73761 ,  -1 
621.506226 , 798.927002 ,  -1 
615.707214 , 841.973328 ,  -1 
614.435181 , 893.018677 ,  -1 
620.762878 , 936.161072 ,  -1 
611.595703 , 989.019897 ,  -1 
617.554626 , 1035.38794 ,  -1 
617.472412 , 1078.38904 ,  -1 
623.684021 , 1135.68201 ,  -1 
624.063721 , 1180.57703 ,  -1 
624.97821 , 1229.66602 ,  -1 
616.153687 , 1273.16797 ,  -1 
617.187317 , 1336.23096 ,  -1 
619.079224 , 1381.52502 ,  -1 
614.381226 , 1423.88599 ,  -1 
617.995605 , 1478.474 ,  -1 
621.339783 , 1520.12195 ,  -1 
622.700073 , 1565.94299 ,  -1 
625.673279 , 1623.55603 ,  -1 
612.130371 , 1666.505 ,  -1 
614.646912 , 1727.17505 ,  -1 
617.211914 , 1760.76294 ,  -1 
622.471313 , 1825.49097 ,  -1 
619.733215 , 1876.42798 ,  -1 
614.294678 , 1919.94604 ,  -1 
625.140625 , 1968.573 ,  -1 
654.401978 , 96.8602066 ,  -1 
646.538879 , 133.480392 ,  -1 
647.599121 , 192.335495 ,  -1 
651.752319 , 225.0952 ,  -1 
656.047791 , 282.292389 ,  -1 
654.477722 , 322.792511 ,  -1 
660.104675 , 369.98349 ,  -1 
646.628296 , 415.701111 ,  -1 
650.940491 , 469.6185 ,  -1 
657.36322 , 515.947571 ,  -1 
652.64502 , 569.550476 ,  -1 
653.996277 , 606.308594 ,  -1 
654.151917 , 658.90918 ,  -1 
646.106873 , 717.528625 ,  -1 
651.374207 , 749.02832 ,  -1 
657.635071 , 795.867676 ,  -1 
658.174622 , 844.518127 ,  -1 
652.262573 , 901.330322 ,  -1 
656.812317 , 951.37439 ,  -1 
650.694824 , 982.243774 ,  -1 
652.430481 , 1033.53003 ,  -1 
658.512207 , 1094.48901 ,  -1 
650.715393 , 1136.58496 ,  -1 
653.48291 , 1187.50195 ,  -1 
651.914917 , 1230.23706 ,  -1 
655.118591 , 1274.94202 ,  -1 
653.183411 , 1324.23303 ,  -1 
652.8703 , 1381.75403 ,  -1 
656.415222 , 1436.16699 ,  -1 
652.94519 , 1466.98303 ,  -1 
655.339111 , 1516.76794 ,  -1 
656.192627 , 1576.18604 ,  -1 
658.386108 , 1628.22803 ,  -1 
647.672974 , 1666.36902 ,  -1 
653.824097 , 1715.93896 ,  -1 
648.2005 , 1778.172 ,  -1 
656.23407 , 1825.17798 ,  -1 
647.464417 , 1873.34094 ,  -1 
655.716309 , 1910.02002 ,  -1 
646.416992 , 1968.12402 ,  -1 
689.370178 , 95.4145889 ,  -1 
688.035217 , 138.141998 ,  -1 
688.540894 , 184.492401 ,  -1 
689.080627 , 232.284607 ,  -1 
689.348999 , 283.301514 ,  -1 
691.116821 , 323.562012 ,  -1 
683.753296 , 374.433197 ,  -1 
684.210327 , 432.043488 ,  -1 
686.293274 , 472.298401 ,  -1 
692.208984 , 508.845886 ,  -1 
682.77478 , 568.477173 ,  -1 
683.758484 , 611.646118 ,  -1 
686.027222 , 662.341125 ,  -1 
692.494995 , 710.615112 ,  -1 
686.942871 , 762.671692 ,  -1 
682.965393 , 808.060303 ,  -1 
683.098572 , 845.810486 ,  -1 
682.1474 , 888.671082 ,  -1 
689.868286 , 952.807312 ,  -1 
691.328796 , 992.6922 ,  1 
689.793884 , 1042.96704 ,  1 
683.392273 , 1096.23596 ,  -1 
684.504517 , 1141.54297 ,  -1 
682.268127 , 1185.073 ,  -1 
690.18573 , 1235.51599 ,  -1 
686.718384 , 1289.74304 ,  -1 
683.065674 , 1328.03796 ,  -1 
678.778809 , 1387.56201 ,  -1 
681.58197 , 1426.46704 ,  -1 
685.257629 , 1475.09802 ,  -1 
688.320007 , 1517.54199 ,  -1 
683.830017 , 1566.88696 ,  -1 
682.379211 , 1623.66101 ,  -1 
687.39563 , 1674.271 ,  -1 
678.74823 , 1721.68396 ,  -1 
686.132629 , 1760.88599 ,  -1 
687.724976 , 1810.31799 ,  -1 
689.492676 , 1874.81897 ,  -1 
685.352112 , 1917.328 ,  -1 
684.038025 , 1972.10596 ,  -1 
713.722595 , 979.20343 ,  -1 
699.423218 , 963.404114 ,  -1 
685.891785 , 988.528625 ,  -1 
707.691528 , 974.813416 ,  -1 
675.974426 , 957.405823 ,  -1 
719.653015 , 97.4936066 ,  -1 
714.7724 , 146.246307 ,  -1 
725.402283 , 193.609207 ,  -1 
714.802673 , 241.481598 ,  -1 
713.099976 , 276.411713 ,  -1 
716.803223 , 329.830414 ,  -1 
719.629272 , 382.570892 ,  -1 
718.470215 , 422.344604 ,  -1 
722.40332 , 470.765686 ,  -1 
725.433411 , 506.996002 ,  -1 
714.481873 , 554.740417 ,  -1 
719.172302 , 615.16687 ,  -1 
719.751526 , 649.372375 ,  -1 
725.005615 , 698.632385 ,  -1 
722.55957 , 751.357422 ,  -1 
719.952271 , 793.762512 ,  -1 
713.914124 , 849.145813 ,  -1 
721.215027 , 906.739685 ,  -1 
720.158875 , 945.596985 ,  -1 
718.419678 , 998.15332 ,  -1 
682.472778 , 978.256409 ,  -1 
674.143616 , 1032.75806 ,  1 
666.865417 , 1000.41803 ,  1 
683.155273 , 987.276794 ,  -1 
700.438171 , 968.543823 ,  -1 
708.280029 , 1008.14001 ,  -1 
689.793884 , 1042.96704 ,  1 
717.650391 , 1044.49097 ,  -1 
697.789185 , 1058.11597 ,  -1 
706.925293 , 1024.646 ,  -1 
712.143982 , 1034.40002 ,  -1 
725.533691 , 1088.15503 ,  -1 
722.282104 , 1145.11902 ,  -1 
715.262573 , 1188.97498 ,  -1 
719.820312 , 1241.93604 ,  -1 
724.911072 , 1272.69604 ,  -1 
715.383728 , 1334.18005 ,  -1 
721.825806 , 1388.57397 ,  -1 
714.93158 , 1432.01794 ,  -1 
720.027527 , 1467.85999 ,  -1 
714.911072 , 1526.375 ,  -1 
724.862915 , 1566.83899 ,  -1 
722.836304 , 1614.45703 ,  -1 
722.015015 , 1664.25 ,  -1 
721.706604 , 1714.22595 ,  -1 
712.726929 , 1777.38904 ,  -1 
718.97937 , 1810.41003 ,  -1 
718.81073 , 1871.16394 ,  -1 
716.301514 , 1918.45703 ,  -1 
722.711914 , 1965.53296 ,  -1 
672.083374 , 1032.98804 ,  1 
674.201782 , 1018.84998 ,  1 
694.935303 , 967.888123 ,  -1 
710.762512 , 1025.54602 ,  -1 
685.999084 , 1018.81403 ,  1 
708.132324 , 1069.27405 ,  -1 
671.871582 , 1039.24695 ,  1 
687.407715 , 1007.90399 ,  1 
716.463013 , 1070.203 ,  -1 
680.197571 , 1033.51599 ,  1 
665.824097 , 998.320496 ,  1 
662.367615 , 992.793091 ,  -1 
650.616821 , 1024.00098 ,  -1 
668.244629 , 1017.57098 ,  1 
699.937683 , 1052.92798 ,  1 
681.111389 , 1031.66296 ,  1 
680.754883 , 994.92511 ,  1 
673.938721 , 982.934204 ,  -1 
653.929688 , 994.039185 ,  -1 
664.068604 , 1024.38306 ,  1 
682.958496 , 1043.5 ,  1 
672.103882 , 1076.58801 ,  -1 
681.321411 , 1062.802 ,  -1 
674.143616 , 1032.75806 ,  1 
669.771179 , 1081.61499 ,  -1 
677.193909 , 1752.84802 ,  -1 
695.258911 , 1595.33496 ,  -1 
654.446472 , 1634.70996 ,  -1 
1119.57202 , 1072.91296 ,  -1 
1038.09705 , 1001.25702 ,  -1 
347.746704 , 1002.00098 ,  -1 
1076.46594 , 1006.84998 ,  -1 
655.65387 , 1416.07202 ,  -1 
744.979797 , 91.0636673 ,  -1 
753.861877 , 139.574203 ,  -1 
745.248718 , 183.7173 ,  -1 
758.748413 , 234.825897 ,  -1 
750.060303 , 275.522705 ,  -1 
754.780884 , 332.634491 ,  -1 
753.975525 , 382.42569 ,  -1 
754.435974 , 416.959198 ,  -1 
749.371521 , 481.085602 ,  -1 
757.819275 , 518.963989 ,  -1 
753.900879 , 557.414124 ,  -1 
748.938782 , 603.190918 ,  -1 
553.259277 , 1005.38202 ,  -1 
655.453979 , 1009.54401 ,  -1 
713.633911 , 107.398499 ,  -1 
718.548279 , 1047.97302 ,  -1 
746.78363 , 652.255615 ,  -1 
758.111023 , 711.54657 ,  -1 
752.487427 , 747.754028 ,  -1 
753.314819 , 793.580383 ,  -1 
750.000427 , 840.653503 ,  -1 
755.848083 , 887.755676 ,  -1 
758.18927 , 936.696228 ,  -1 
758.138977 , 992.370422 ,  -1 
751.808289 , 1032.30505 ,  -1 
757.742615 , 1083.75696 ,  -1 
751.309021 , 1143.30896 ,  -1 
748.766785 , 1194.47498 ,  -1 
751.781616 , 1229.02295 ,  -1 
750.035706 , 1287.38306 ,  -1 
755.709595 , 1338.86499 ,  -1 
749.294678 , 1388.59998 ,  -1 
700.530029 , 1714.21899 ,  -1 
1173.09802 , 1071.35901 ,  -1 
663.201172 , 710.112183 ,  -1 
673.555115 , 385.680115 ,  -1 
752.735779 , 1437.58203 ,  -1 
757.413086 , 1480.40198 ,  -1 
758.543579 , 1522.65198 ,  -1 
745.366882 , 1579.13696 ,  -1 
748.2724 , 1621.18994 ,  -1 
754.802429 , 1678.54199 ,  -1 
753.267578 , 1724.68506 ,  -1 
754.375427 , 1768.57397 ,  -1 
757.598877 , 1815.59497 ,  -1 
746.314819 , 1868.20801 ,  -1 
757.247986 , 1912.80103 ,  -1 
749.870605 , 1955.95996 ,  -1 
787.818909 , 98.5997391 ,  -1 
786.439087 , 142.835907 ,  -1 
783.245117 , 192.434402 ,  -1 
786.092224 , 228.125397 ,  -1 
687.546204 , 1228.84998 ,  -1 
833.908508 , 997.121521 ,  -1 
673.282288 , 813.893616 ,  -1 
