1,154492,1,1 , 149000
1,153693,-1,1 , 300000
1,149666,-1,1 , 429000
1,153864,1,2 , 154447
1,154386,-1,2 , 259900
1,150572,-1,2 , 310000
1,151277,-1,2 , 349900
1,154344,-1,2 , 394000
1,148519,-1,2 , 495000
1,153923,-1,2 , 575500
1,154347,-1,2 , 675000
1,148881,-1,2 , 880000
1,152048,-1,4 , 159130
1,154308,1,1 , 179900
1,154399,-1,3 , 189000
1,154028,-1,3 , 200000
1,141869,1,2 , 178340
1,142216,1,2 , 189900
1,152727,-1,3 , 155000
1,153314,-1,3 , 264900
1,153647,-1,3 , 324100
1,153264,-1,3 , 345000
1,154510,-1,3 , 399000
1,152014,-1,3 , 459900
1,151711,-1,3 , 540000
1,139932,-1,3 , 699000
1,154532,-1,3 , 879000
1,152213,-1,3 , 1350000
1,154554,-1,4 , 240000
1,153343,-1,4 , 310000
1,151373,-1,4 , 389000
1,152233,-1,2 , 425000
1,153036,-1,2 , 459000
1,150407,-1,3 , 210000
1,152131,1,1 , 193483
1,154311,-1,4 , 439000
1,145309,-1,4 , 452000
1,152773,-1,4 , 545000
1,154390,-1,4 , 694000
1,154550,-1,4 , 895000
1,147948,-1,4 , 1350000
1,153799,-1,5 , 387000
1,154197,-1,5 , 435000
1,154482,-1,5 , 475000
1,153214,-1,5 , 550000
1,151700,-1,5 , 699000
1,147761,-1,5 , 849000
1,154477,-1,2 , 517000
1,154492,1,1 , 149000
1,145471,-1,7 , 699000
1,154429,-1,2 , 699000
1,150827,-1,2 , 339900
1,154359,-1,10 , 1350000
1,152351,-1,2 , 650000
1,154200,1,2 , 127918
1,146110,-1,1 , 210400
1,153693,-1,1 , 300000
1,149666,-1,1 , 429000
1,154360,1,2 , 52500
1,152037,1,2 , 199900
1,152109,-1,2 , 215000
1,154386,-1,2 , 259900
1,150572,-1,2 , 310000
1,154541,-1,2 , 350000
1,151932,-1,2 , 373500
1,149869,-1,2 , 359000
1,139291,-1,2 , 375000
1,148070,-1,2 , 450000
1,149917,-1,2 , 437000
1,143524,-1,2 , 475000
1,154477,-1,2 , 517000
1,149439,-1,2 , 610000
1,152351,-1,2 , 650000
1,154490,-1,2 , 750000
1,149615,-1,2 , 462990
1,154531,-1,2 , 787500
1,148324,-1,2 , 825000
1,151903,-1,3 , 55000
1,149307,-1,3 , 182000
1,153850,-1,3 , 221000
1,153428,-1,3 , 274744
1,149401,-1,3 , 299000
1,150240,-1,3 , 329000
1,153088,-1,3 , 350000
1,151000,-1,3 , 359900
1,141847,-1,3 , 374900
1,139461,-1,3 , 430000
1,149001,-1,3 , 500000
1,154566,-1,3 , 550000
1,142528,-1,3 , 590000
1,153850,-1,3 , 221000
1,154015,-1,3 , 185000
1,151942,-1,3 , 625000
1,154498,-1,3 , 754000
1,150308,-1,3 , 780000
1,154558,-1,3 , 949000
1,153175,-1,3 , 1199000
1,154466,-1,3 , 1595000
1,147253,-1,4 , 68900
1,153960,-1,4 , 243000
1,151232,-1,4 , 241680
1,153939,-1,4 , 280000
1,151005,-1,4 , 315000
1,140731,-1,4 , 379000
1,153780,-1,4 , 399000
1,146888,-1,4 , 399900
1,154311,-1,4 , 439000
1,152340,-1,4 , 468000
1,150262,-1,4 , 495000
1,149916,-1,2 , 415000
1,153865,-1,2 , 235000
1,139918,-1,4 , 525000
1,150751,-1,4 , 569900
1,154515,-1,4 , 650000
1,147876,-1,4 , 749500
