160,0.0
188,0.0
231,0.24888888888888885
301,0.32451678535096645
344,0.19199151418721824
367,0.282261208576998
390,0.29067420266451355
413,0.28800000000000003
441,0.28800000000000003
479,0.3008709422011085
502,0.9080047789725209
525,0.9080047789725209
548,0.9080047789725209
576,0.9080047789725209
604,0.8983451536643026
632,0.9253333333333333
660,0.9253333333333333
688,0.9298013245033113
716,0.9298013245033113
744,0.894484412470024
772,0.894484412470024
799,0.894484412470024
827,0.8934131736526945
855,0.8934131736526945
882,0.8986889153754469
915,0.9028436018957346
948,0.8960573476702508
981,0.8960573476702508
1014,0.9028436018957346
1051,0.9151193633952255
1089,0.9187749667110519
1127,0.9183400267737617
1170,0.9183400267737617
1213,0.8782287822878229
1246,0.8840048840048841
1279,0.8782287822878229
1306,0.8782287822878229
1344,0.8853658536585366
1377,0.8840048840048841
1420,0.9366106080206985
1458,0.9407216494845361
1496,0.8598351001177857
1534,0.8611764705882353
1572,0.8611764705882353
1607,0.8683274021352313
