1237648702991368857 , 346.119385 , 1968.06494
1237648675583033980 , 356.054199 , 1956.12
1237648704579371501 , 356.84729 , 1973.57397
1237648675071000679 , 349.349487 , 1961.33105
1237650008628986359 , 344.637909 , 1965.76001
1237646749277224982 , 351.599915 , 1968.21594
1237649862593151434 , 352.554596 , 1962.07495
1237649939905577829 , 346.375488 , 1970.43103
1237646647290299170 , 354.152893 , 1971.94104
1237649769187181428 , 354.511688 , 1970.94995
1237646749825172378 , 353.938385 , 1967.32397
1237646547961118916 , 357.014313 , 1955.06006
1237646646746022193 , 354.127686 , 1973.271
1237646587699331974 , 354.157715 , 1957.96399
