275,0.0
473,0.0
964,0.25137614678899084
1137,0.25137614678899084
1336,0.7210526315789474
1529,0.7375504710632571
1731,0.7569060773480664
1934,0.7569060773480664
2122,0.7569060773480664
2326,0.7569060773480664
2513,0.7696629213483147
2700,0.7569060773480664
2907,0.7696629213483147
3115,0.6560509554140128
3332,0.6560509554140128
3534,0.6560509554140128
3726,0.6560509554140128
3953,0.6645161290322581
4273,0.7773677736777367
7015,0.8984468339307048
7796,0.8888888888888888
8238,0.9318463444857497
8666,0.9411764705882353
9097,0.9423558897243107
9403,0.9423558897243107
9713,0.9423558897243107
10252,0.9423558897243107
10772,0.9423558897243107
11278,0.9423558897243107
11815,0.9410288582183188
12324,0.9349999999999999
12612,0.9324009324009325
12895,0.9311551925320887
13178,0.9279069767441861
13461,0.9279069767441861
13747,0.9279069767441861
14011,0.9279069767441861
14276,0.9279069767441861
14528,0.9109589041095891
14799,0.9006772009029345
15059,0.9006772009029345
15327,0.9016949152542373
15586,0.9016949152542373
15867,0.8834628190899001
16145,0.8834628190899001
16409,0.8834628190899001
17020,0.887402452619844
17599,0.887402452619844
17879,0.887402452619844
18136,0.887402452619844
18401,0.887402452619844
18685,0.887402452619844
19348,0.9444444444444443
